title,body,date,customer_name,customer_profile_link,verified_purchase,country,image_count,video_count,helpful_count,rating,style_attributes
Dirt Flavored,"Smells delightful but tastes like dirt...literally. However, the health benefits of it are a plus. I will most likely just throw the rest of it away. I just can���t get passed the taste. I���m confused by all the great reviews on the taste, maybe I just got a bad batch?",23-Aug-20,Peyton Vuolo,https://www.amazon.com/gp/profile/amzn1.account.AEFTEDLVBEMBKMC2H4I4HGHTBL2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Flavor is not good,Flavor is awful. It's like chewing a multivitamin but I guess that is to be expected given the ingredients. You will have to add PB3 or cocoa powder to mask the taste and make it palatable.,08-Jan-21,Adam Lefler,https://www.amazon.com/gp/profile/amzn1.account.AGEX5LU2N2SZ24ICJPHO5ZHPNF7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
"Not bad, but . . .","Looking for a replacement for Slim Fast which changed their recipe . . .
. . . but this stuff will not do.
Whey Protein and I do not get along . . . causes bloating and the squirts. Have to throw it away.",22-Jul-20,T. D. Taylor,https://www.amazon.com/gp/profile/amzn1.account.AHDZFKJDMSWVWFXZ2U64HBCBVSFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Half full,"When I opened container, it was only half full.",03-Jul-22,katherine dubose,https://www.amazon.com/gp/profile/amzn1.account.AFS3GUMXVS3X3R3EYL3TVAXVQMMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Yuck,This product is super affordable so I thought I���d give it a whirl. The aftertaste hangs out in your mouth for way too long. The original taste is gross to begin with. I powered through it then threw the whole container in the garbage.,24-Sep-20,Kristy,https://www.amazon.com/gp/profile/amzn1.account.AFPTW2622FT32CTA46PNIJMR5KRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
It clumps,"The taste is pretty good honestly. My issue is that it is really hard to mix this powder with a spoon. I start mixing as soon as the powder is in but it still leaves a bunch of clumps on top. This makes it rather unpleasant. I suppose using a blender is best but I like to simply use a spoon which I've never had an issue with other powders. Besides in the instructions is says to ""mix"" not ""blend"".",09-Mar-16,MelSB,https://www.amazon.com/gp/profile/amzn1.account.AGPYFX2ZNM7DNGSUG2I56GQQHBSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,1,0,20,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Why the price change every two weeks ?!!,"This is a good product and I enjoyed the shakes but not when they keep jacking up the price ! I only started buying this shake 2 months ago and a container was $13 and change , the second time $14, the third time 15 and now they have jumped the price to almost 20! The affordable price was one of the main reasons I bought this over other brands .. It only last for 2 weeks!
Dissapointed !",17-Mar-16,meagan,https://www.amazon.com/gp/profile/amzn1.account.AHZHXQZYEVI3G6XLSGDXQYRS2FKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,10,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
"Yuck, grainy","My intent for shakes is as a breakfast replacement. Since I'm running out the door, I mix with water, which is acceptable per the directions. However, clumps remain in the shake regardless of how long I mix it, whether by hand or a shaker bottle. The texture is also grainy. I've tried other mixes and despite being a chocoholic (I like all from milk to deep dark chocolate) and this mix smelling more deeply like chocolate, this is by far the worst tasting one.",18-Oct-15,mia,https://www.amazon.com/gp/profile/amzn1.account.AHUWV4QFMPCKHGQOMRJIUINZPNNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
The flavor is good,"I wanted to give this a chance and unfortunately, was very disappointed. The flavor is good, however, the overall consistency was very chalky. Would not recommend at all. Given the price, its not bad, but the chalkiness is a no for me.",11-Apr-20,Osh,https://www.amazon.com/gp/profile/amzn1.account.AHWJ2E2MB2USA76N66P74KYJ7MXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
All I taste is the protein,Was hoping so bad this wouldn���t have that horrible protein flavor but still can���t find one without it. Can���t taste the vanilla bean which is disappointing but not the worst I have tried by a long shot.,31-Mar-21,Lori Kim,https://www.amazon.com/gp/profile/amzn1.account.AHOW6WN6WDKNWPY4WHKOJCD7ZY6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Yuck!,"The flavor is gross! ���� I'm drinking it though because it is filling, but flavor wise I give ����. I did give 2 stars because it's packed full of vitamins and that's probably why it taste so nasty.",20-Mar-21,ST,https://www.amazon.com/gp/profile/amzn1.account.AECS77RTFFS3LNOQBBQ6PGZLFDTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
bad taste,Ingredients look decent so 2 stars for that but its just really bitter and doesn't mix up... it smells good though which is rather weird. Can't eat it even in chocolate milk.,16-Apr-21,cm,https://www.amazon.com/gp/profile/amzn1.account.AGTBK7DHO7FZGB5JXCWWYBEXJXHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Flavor is horrible,The taste is just plain horrible I couldn't get passed the first drink before I just tossed it all out... I'm sure the vitamins r good but as far as the flavor of the chocolate one it's just nasty,09-Jan-20,Jessica henry,https://www.amazon.com/gp/profile/amzn1.account.AG2MK75ZHJDRW6Q6R4ZBARA545NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Weak,I thought it tasted watery. I use water and it would probably be better in milk. I didn���t prefer the taste either. It was priced well but I���m willing to pay more for what I like.,25-May-20,L Gilchrist,https://www.amazon.com/gp/profile/amzn1.account.AETANOGMHMQCOEUNT7CMY2BWEV4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Not my favorite.,I was not happy with this protein shake. Did not give me any more energy (which most protein shakes give me some) and I only got about 10 shakes out of it. I have tried many protein shakes and this is on the bottom of the list. However it had a great taste!,12-Jul-18,karissa,https://www.amazon.com/gp/profile/amzn1.account.AHSK2VIUTADGWZNQS676JWJMAKSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
not crazy about the taste....,"I'm sorry, but this stuff tastes kinda like cardboard would lol. And that's mixing it with skim milk. I can only imagine how awful it'd be with plain water. It is a small container, which I figured, but it is definitely an ""acquired taste"". I'm going to keep at it for a few more days, try it with 2 % milk, since it seems like a good idea for a dietary supplement.",20-Feb-16,AshleyMelia,https://www.amazon.com/gp/profile/amzn1.account.AGUYTQWV7WTN62O5MFRIPQDB6BPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Can't take the sweetener taste,"I was looking for a shake with high fiber content and this one somehow was already in my shopping cart, so a 1- click made the transaction. But I can't take the sweetener taste. So there is still an unopened jar sitting in my cupboard.",08-Feb-19,HZ,https://www.amazon.com/gp/profile/amzn1.account.AHLPJRN76UFO5Z67QHACHCNWEIDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Just Nasty.,This had a nasty taste to it. I stopped using it because it did not blend well in the blender. There was still chucks of powder all throughout my shake. Just don't buy.,11-Aug-20,Yiya,https://www.amazon.com/gp/profile/amzn1.account.AG5B5Y6YSDSOKHDXBL7TK3A2IFKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Did Not Work For Me,"I really wanted to like this, but it was not a good fit for me. The taste is good, but found it too sweet. It contains milk and that threw my stomach off.
I did feel like it filled me up enough.",20-Jul-19,SS Loschiavo,https://www.amazon.com/gp/profile/amzn1.account.AEKEFIFVWJ55AGEI4EWBJGQOVJYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Includes Probiotics,"Did not realize this had probiotics, which my stomach doesnt tolerate. Getting into the opening, the entire wrapping comes off snd its a plain white plastic tub. Waste of money.",30-Jul-20,Pat Bonsall,https://www.amazon.com/gp/profile/amzn1.account.AELV4MRLGNREFRJAYHYZR4ASN7IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
"Sent Vanilla, Tasted Bad",They sent me the vanilla one and I went with it. It didn't blend well and clumped together. It was bitter and I gagged getting it down.,02-Jan-21,M.H.,https://www.amazon.com/gp/profile/amzn1.account.AEJSZZCSCLJSYAFHWYDIOXLRMXMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Nothing so far,Not crazy about the flavor or consistency. I blend in my nutribullet with ice a coconut water. I���m going to give it a month and see if there���s any difference in my energy level.,22-May-20,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFWONXBYDALV53DLF5K7DJII6HEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Not Shakeology,"This shake was adequate. I am a fan of Beach Body Shakeology and read customers review who said this was a good choice to avoid the high cost of Shakeology. But I must say, it is not. If you have never tried Shakeo this might be a good alternative but for me it ""seemed to be weak"" meaning the taste and consistency.",21-Feb-17,M. Cunningham,https://www.amazon.com/gp/profile/amzn1.account.AEHR2C5A6SF5N45PYBWEN4CZ5GFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
YUCK!!!!,"I ordered this to try as I was using the GNC lean shake and wanted to try something a bit cheaper; however, it smelled like baby formula. It did not taste good. I like the shakes from GNC and drink one daily...when I made it with this, I took on drink and dumped the rest down the sink. I will go back to the other one. Might work for some, but not for me.",20-May-13,Person L,https://www.amazon.com/gp/profile/amzn1.account.AERL5UGPWUPV7APDDP5QPUSC5CVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Tastes fine. I mixed it with strawberry greek yogurt,"Tastes fine. I mixed it with strawberry greek yogurt, and almond milk. But it messed up my stomach pretty bad, I dont know what is in it that my body doesn't like but i wouldn't get it again. I just threw it all out. It was only $11 but i could have bought some starbucks with that. Hahahaha",01-Jun-17,Susan Pebley,https://www.amazon.com/gp/profile/amzn1.account.AF2Y2FOP62ACQAELPOMLIGPSURDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Taste awful!,Gotta say this really isn't very good. I have been using Quest protein & will go back to it next month. Thats what I get for trying to save a buck. Ugh!,20-Feb-21,pandy,https://www.amazon.com/gp/profile/amzn1.account.AFRPBZNQLCBEEO2JGQNMDOX4LNKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Taste and feels like I'm drinking chalk,Very chalky like. Maybe if I added more with it it would be fine but just water and shake its gross. So I will have to try something else.,28-Oct-20,Katie,https://www.amazon.com/gp/profile/amzn1.account.AH33QDD2RXOE3YOHX6RRYGWJDI3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Not for everyone,"The taste is kind of gross, I wouldnt add two full scoops because the flavor is really strong and has a bad after taste, also the container wasnt even filled all the way.",17-Apr-20,Kristen Gutierrez,https://www.amazon.com/gp/profile/amzn1.account.AEBHVN7NHIR6W43LDZX3MZCCRAPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Not as good as I had hoped.,I didn't like the flavor or the texture. I tried it with both water and milk then gave it to the husband to see if he wanted it before I put it into the trash.,21-Oct-19,Lady Kylean,https://www.amazon.com/gp/profile/amzn1.account.AH5CMYRMVNXLZPVWVAWHGGVUELDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
I want to love it but....,...it taste cloyingly sweet (& I just used one scoop) & has a strong artificial sweetener taste. Wished that it has a creamy & pleasant taste but it doesn���t!,09-Oct-20,Smith,https://www.amazon.com/gp/profile/amzn1.account.AEVSOTI2ARELMGFY2DUSGOCZZHYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Disgusting flavor,The package arrived on time without any visible damage and presumably.. there are vitamins in it so I gave it a star for that. But it tastes disgusting and I've no idea what to do with it so... oh well.,10-Jan-19,Shannon Lee,https://www.amazon.com/gp/profile/amzn1.account.AHGLF2CECVCI2B77UFTBG4MYSWYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,2 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Chalky taste :/ maybe milk is better??,"I was looking for something I could mix with water and it taste good.....so I was very excited about this. Smelled great! Tried it today, mixed it in a blender bottle with water, DEFINITELY a chalky taste afterwards.....I'm hoping to try it with skim milk and maybe that tastes better??",14-Jan-18,Taylor richardson,https://www.amazon.com/gp/profile/amzn1.account.AHBW3KI4G4LUFIBZ56JDESPSOJTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Ew,"I���m usually ok with protein shakes, and I like what was in this one. This tasted very bad. I will try to mix it with something other than water.",09-Mar-21,me,https://www.amazon.com/gp/profile/amzn1.account.AGAAMFTDXE7C6GAQOWLU7C3YJ5MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Sweetness too much for me,Much too sweet for me is my only complaint. Mixes well and taste good but sweet. M,24-Mar-21,Smily,https://www.amazon.com/gp/profile/amzn1.account.AFGPX7HV5XC766CN2APBLXWOOLIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,2 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
didnt like the aftertaste,"I hate to leave bad reviews, but this is my honest experience. I was excited to try this nature's bounty due to the hight reviews and quality ingredients. Well one day as i waited for my product i stopped by albersons and thought of buying a protein shake to use while i wait for this one, because I am a lot like a little kid, i get too excited and I cant wait. So that might of been a mistake as far as this particular brand and the desire to fall in love with it. I ended up buying slim fast creamy milk chocolate for 10.00 well in the morning I woke excited to try my shake I put in 8oz of almond milk, one banana, one scoop of slim fast shake and two handfuls of ice. I mixed it well for a few minutes served OMG for my first shake ever i was IN LOVE. I was so excited made a shake for my roomate and my sister. They also fell in love, then I made a shake for my kids cause they wanted in too, and they LOVED IT DRANKED IT ALL. So long story short we loved the slim fast shake, drank a shake every morning until this order from nature's bounty came in well i was equally excited and I ran to make a shake exactly the same one banana, one scoop 8oz of almond milk, ice. I tasted it it tasted almost the same yay....NOT it ended up having a after taste. A horrible aftertaste Im not gonna lie it took about 12 hours for the taste of 3 sips of this shake to go away. I was disgusted. I came home later on and told my roomate and sister how I felt about the shake I made them one to see if it was just me. and they did not finish it either! they also felt disgusted by the after taste. So pretty much we used two scoops of the shake and since i bought it weeks ago no one has used it, but we have been buying slim fast almost weekly because its 3 of us here. If my review pulls you towards buying slim fast dont buy here on amazon buy at stores its a lot cheaper you will pay 10 to a little under ten dollars for it here online i believe i saw it for 20 and over.. umm no thanks. Also I had to cancel my subscription with natures bounty protein shake. too bad i didnt like it because Im a big fan of amazon I have many items on subscription and i kid you not I receive at least a package every single day at my house from amazon. and slim fast will not be bought on amazon from this household. So I guess Im trying to say if you really want to try this shake you're probably better off waiting patiently for it vs running to store to find a duplicate because you might be disappointed. Slim fast gained themselves a new fan. and It really has helped me SLIM FAST.. lol I had to, i have been replacing my breakfast with a shake. just breakfast though I love food too much. Well good luck to everyone on their journey to healthy living!",05-Feb-16,Ella girl,https://www.amazon.com/gp/profile/amzn1.account.AHUKKGWA62ZNM2N5XT5FD55PLTFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,1 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
GOOD Product BUT VERY HUGE PRICE INCREASE!!,"I took them from 5 starts to 1 because it went up AGAIN. Hopefully that gets noticed and if they get enough of this sort of reaction from buyers, they will make the price reasonable again. Shame on them for increasing it almost $10 a jar.

I have used Publix Greenwise powder for a long time, daily. I was very upset to see that they raised the price on it and not just by a dollar or two. (Now this company is doing the same thing). I looked back and seen that I bought this a long time ago, so decided to give it another try.

It tastes good (better with some frozen banana) and its nutrition content is very close to the Greenwise content (25mg cholesterol - didnt want that any higher, so Pure Protein brand was out although priced better) and low sugar. It has more fiber and has collagen, which Greenwise didnt have, so that is a plus. The Greenwise tastes just a little better, and this is a little gritter but the frozen banana fixes all that. I now mix in a tablespoon or two of Nutvia hemp protien vanilla. the product itself is 5 stars but the price is insane now. Bad reviews due to price might get the distributors attention.

THE PRICE NEEDS TO GO BACK DOWN, otherwise i will just buy the Greenwise locally.",07-Jul-22,JMS609,https://www.amazon.com/gp/profile/amzn1.account.AF5VON73ONI2NJVN4HVLQVXTBFMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,5,1 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Wrong Item Again,"Updated: June 13: Same thing happened. I received plain vanilla INSTEAD of VANILLA BEAN flavor. Picture clearly shows vanilla bean - and reason why I bought this.
There are 2 types of Nature���s Bounty Vanilla protein powder being sold. Prices and descriptions are different.
What I received isn���t what I thought I was buying by it���s description and image. Bought it somewhere else last time and GOT VANILLA BEAN not this plain vanilla flavor. This an end for my purchase of this product on Amazon. Highly disappointed.

Updated: Nov. 2022: Picture shows vanilla bean flavor but you���ll receive plain vanilla.

Updated review: I notice the price has increased by almost $3.00. Also, my powder is almost gone and it���s not even two weeks. Ordered my last container and will be moving on to something else that contains more whey protein. I bought this mainly for the added nutrients and vitamins to supplement my small meals. Been using this powder for several months and really didn���t feel more energized except after the first few drinks. Maybe it���s more effective when you���re on the go and have no time to eat a good meal.

This protein powder will be costly to continue using and requiring two scoops drinking twice a day. It���s not even 2 weeks and almost gone. Tried many different protein powders and I must say this one is my favorite. However, need to look elsewhere for a cheaper cost.

Bought this product because of the many high reviews. I don���t regret it. In fact, I plan to order chocolate. I made a 16oz. serving and added two and a half scoops of the powder with half milk and half water. Blended well with my shaker cup without clumps. The taste is quite good, easy to take down. It gave me a little morning boost. A bit sweet.",19-Dec-18,Djuli,https://www.amazon.com/gp/profile/amzn1.account.AFU5UFNFMP6S2JHQIZVG3D6HWTGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,4,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
"Chalky, and the after taste of Stevia is overwhelming!","I had high hopes for this protein powder based on the majority of favorable reviews, but I am disappointed in the taste. I put 2 scoops of protein powder in a blender with 8 ounces of water. The taste is chalky, even after blending it for quite awhile in the blender. The after taste from the Stevia overpowers the chocolate flavor. It tastes awful! I won't be buying this again.",13-Feb-24,A.D.,https://www.amazon.com/gp/profile/amzn1.account.AG4JCK3Y6ITI2JOFSZQTFWLBJVZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,1 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Nasty,"I have been drinking Quest shakes because I was having some low blood sugar issues from my 1200 cal diet and the nurse practitioner suggested drinking a protein drink with casein to cut down my symptoms that tend to come in the morning when I have fasted all night. I like the Quest but was looking for a vanilla powder to mix with my 1% milk and Quest powder was only available in a big container which would take me forever to use up (and it is $40). I bought this product because of the reviews which were really mostly positive. I find this stuff nasty. I do not like the artificial sweet taste, I don't like the gritty texture (even after I dissolved the powder). I only used 1 scoop, thank goodness I did not go with the two scoops. I hate it that I have spent nearly $20 on this stuff. It is like throwing $20 away. Live and learn. I guess I will just have to stay with the Quest shakes and mix it with some 1% milk.",17-Oct-21,Avid Mystery Reader,https://www.amazon.com/gp/profile/amzn1.account.AHWOK7OWYUTKJWBK5KPC4LZUHVOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Powder,"I love many of Nature���s Bounty products but was extremely disappointed that stevia wasn���t listed before purchasing, I would not have ordered it and now I���m stuck with it",31-Jan-24,fun,https://www.amazon.com/gp/profile/amzn1.account.AGL263SXJWBWMAFC2O27R6CS7IQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,1 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Natures Bounty Shake Mix,I do not like the chocolate. Want Vanilla. Do not send a substitute.,22-Feb-24,Michael Dobbs,https://www.amazon.com/gp/profile/amzn1.account.AHVNKMSXPQKI63LROGH2XGLVHGJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,1 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Gageth,"The Chocolate flavor of this product is Awesome, but the Vanilla it terrible and chalky. The problem is their packaging is practically indistinguishable with the only distinction being a small graphic, and Amazon regularly suggests the Vanilla when I'm trying to repurchase the Chocolate, so I've gotten Vanilla like 4 times. Just threw it away again. A little color coding would go a long way.",21-Sep-23,Curtis M. Elmore,https://www.amazon.com/gp/profile/amzn1.account.AEYS2ZDXI6G2VFF6LHGVNECDFEZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
I should really start designing protein drinks for people with tastebuds.,"I just realized I've had this product too long to return it. I have no idea how all these reviewers think this is a good product. I took a glass and tried it with water first....bitter. Then almond milk. Still bitter. Mixed in a blender with banana, ice, almond milk and still yuck. All I could taste was the chemical flavor of some ingredient that is probably sourced from overseas without any regulation. That's bad. I've also read many reviews about people having a bad skin reaction, not just to this protein shake, but another product by Nature's Bountry (hair skin & nails gummies) which I currently take. I'm thinking about ditching the company altogether and going with Hum or Olly. The price point in this explains why it tastes like it does. Think of how much an actual meal costs, divide that in half and that's around how much you should pay per serving for a real meal replacement. Shakeology tastes the best out of everything I've tried, but it's for rich people. I wish someone would come up with something really delicious and fairly priced, but this industry is jacked up.

Maybe I'll design something.... :/",07-Nov-17,Coach Stu and Jacq,https://www.amazon.com/gp/profile/amzn1.account.AHTU5SW5EBPJV536SSPYQFO5UFQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,1 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
I started with Isagenix and they taste exceptionally good so I guess I'm spoiled,"I ordered this to see if I could find something comparable to the Isagenix shake products that was also less expensive. The main reason why I will not buy this again is the taste. The lackluster chocolate flavor is overpowered by the excessive Stevia taste. I just can't get past it. I have tried it with just water and also with Almond milk. Even with milk, I expect the same result with the less-than-desirable dominant Stevia flavor. When comparing ingredients to the Isageneix products, it just doesn't match up on many accounts. Although it may be cheaper it just doesn't have the flavor or nutrient load that the Isagenix products contains. If this was your first experience with a meal replacement shake, you might think this is how all of these products taste. I started with Isagenix and they taste exceptionally good so I guess I'm spoiled. This confirmed that the extra $10 per canister IS worth it because 1) I enjoy and look forward to them and 2) will stick with it long term. There is no way that I could stick with this long term. This product is going into the trash. :(",05-Apr-16,Sue D.,https://www.amazon.com/gp/profile/amzn1.account.AG44PTR5V4WAC2EHPKEHUEXLOV6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,6,1 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Contains vitamin D2 not D3...,"I'm not a doctor, just someone who does a lot of research on health. I believe there is a reason why the ""supplement facts"" are buried behind the first 7 pictures of this item that come up without having to click the ""+3"". My fault for not doing more research also. My issue is vitamin D. There are two types: D2--Ergocalciferol and D3--Cholecalciferol. This product contains Ergocalciferol (D2). I know I can't link to any page here, however, it's easy to do the research to find many studies proving that D2 is far less effective than D3. The Vitamin D Council did an alarming study regarding the difference between D2 that doctors are/were prescribing and D3, which can be purchased over the counter. I don't like to write negative reviews for a few reasons, but in this case I don't want to see people hurt. I have to assume that some (including me prior to research) people look and see 200% RDA of vitamin D and believe they are covered.
Too bad though because I really like the taste of this product & the price. Even considering that the canister comes half full full of product.",20-Jan-17,Sherrybaby,https://www.amazon.com/gp/profile/amzn1.account.AHP4HN6CLSJWHULMFHRKBQHQ6ULQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,7,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
